MATLAB_DATE,TIMESTAMP,STATION,PRESSUREAVG,PRESSUREMAX,PRESSUREMIN,SLPAVG,TEMP2MAVG,TEMP2MMIN,TEMP2MMAX,TEMP10MAVG,TEMP10MMIN,TEMP10MMAX,RELHUM2MAVG,RELHUM2MMAX,RELHUM2MMIN,RELHUM10MAVG,RELHUM10MMAX,RELHUM10MMIN,VPDEFAVG,PRECIP,SRAVG,SR,WSPD2MAVG,WSPD2MMAX,WSPD10MAVG,WSPD10MMAX,WDIR2M,WDIR2MSTD,WDIR10M,WDIR10MSTD,SOILTMP5AVG,SOILTMP5MAX,SOILTMP5MIN,SOILTMP10AVG,SOILTMP10MAX,SOILTMP10MIN,SOILTMP5AVG655,SOILTMP10AVG655,SOILTMP20AVG655,SOILTMP50AVG655,SOILEC5CM,SOILEC10CM,SOILEC20CM,SOILEC50CM,SOILKA5CM,SOILKA10CM,SOILKA20CM,SOILKA50CM,SOILPA5CM,SOILPA10CM,SOILPA20CM,SOILPA50CM,SOILVR5CM,SOILVR10CM,SOILVR20CM,SOILVR50CM,VWC5CM,VWC10CM,VWC20CM,VWC50CM
737392,2018-11-28 00:00:00,Gypsum,97.61,97.95,97.05,102.35,-5.07,-11.19,-0.84,-4.86,-11.19,-0.84,83.06,99.66,63.39,80.28,99.66,63.39,0.08,0,103.98,8.98,1.76,6.1,2.17,7.37,90.5,59.91,87.66,57.3,2.23,3.7,1.49,3.06,3.74,2.53,3.13,3.56,4.95,7.45,0.16907,0.16438,0.19552,0.17672,17.14,18.68,19.15,16.12,1.6745,1.7147,1.7321,1.6463,1.2159,1.2097,1.2438,1.218,0.3076,0.3286,0.3347,0.2927
737393,2018-11-29 00:00:00,Gypsum,96.5,97.11,96.14,101.1,0.86,-3.51,7.84,1.09,-3.51,7.84,78.94,99.93,57.7,74.77,99.93,57.7,0.15,0,122.1,10.55,2.01,6.15,2.47,6.86,150.09,42.93,156.23,38.87,3.14,5.24,1.77,3.53,4.78,2.6,3.57,3.79,4.67,6.98,0.17077,0.16489,0.19292,0.17364,17.23,18.75,19.11,16.07,1.6766,1.7162,1.7311,1.6449,1.218,1.2104,1.2406,1.2142,0.3088,0.3295,0.3342,0.2921
737394,2018-11-30 00:00:00,Gypsum,96.42,96.76,96.17,100.95,3.35,-1.35,11.2,3.93,-1.35,11.2,87.11,100,62.47,83.06,100,62.47,0.13,0,129.05,11.15,1.31,5.45,1.75,6.12,323.95,71.67,345.71,64.44,4.11,6.27,2.74,4.35,5.61,3.42,4.53,4.61,5.13,6.83,0.17571,0.16794,0.19507,0.17246,17.3,18.74,19.12,16.02,1.6788,1.7162,1.7314,1.6436,1.2244,1.2143,1.2433,1.2127,0.3099,0.3293,0.3343,0.2913
737395,2018-12-01 00:00:00,Gypsum,96.21,96.76,95.02,100.75,1.89,-2.16,5.37,2,-2.16,5.37,97.71,100,89.46,96.46,100,89.46,0.02,3.81,24.95,2.16,2.12,6.9,2.85,7.96,39.67,47.96,42.69,45.92,3.7,4.56,2.79,4.15,4.74,3.56,4.27,4.51,5.28,6.9,0.17363,0.16682,0.1954,0.17265,17.24,18.63,19.09,16.01,1.6771,1.7137,1.7309,1.6434,1.2217,1.2129,1.2437,1.213,0.309,0.328,0.3339,0.2912
737396,2018-12-02 00:00:00,Gypsum,94.71,95.48,94.27,99.16,2.39,0.72,4.56,2.2,0.72,4.56,96.21,100,84.32,94.23,100,84.32,0.03,16.26,33.37,2.88,5.92,13.56,6.99,15.21,282.74,32.42,280.79,33.18,4.16,4.6,3.41,4.54,4.8,4.01,4.61,4.75,5.39,6.87,0.21025,0.19146,0.21727,0.175,21.45,23.31,21.71,16.25,1.7726,1.8163,1.7886,1.6493,1.2687,1.2444,1.2711,1.2159,0.3617,0.3828,0.3648,0.2946
737397,2018-12-03 00:00:00,Gypsum,96.49,97.51,95.4,101.06,0.37,-2.29,2.35,0.17,-2.29,2.35,83.87,97.87,70.67,80.66,97.87,70.67,0.1,0,37.09,3.2,5.6,11.68,6.77,13.8,317.99,17.57,317.71,17.82,3.04,3.43,2.31,3.62,4.03,3.1,3.69,3.95,4.95,6.78,0.20847,0.17923,0.21812,0.18316,21.66,22.67,22.51,17.42,1.7778,1.8027,1.8064,1.6777,1.2664,1.2288,1.2722,1.226,0.365,0.3763,0.3746,0.3115
737398,2018-12-04 00:00:00,Gypsum,98.03,98.39,97.42,102.75,-3.78,-4.99,-2.23,-4.01,-4.99,-2.23,82.36,93.3,72.09,79.67,93.3,72.09,0.08,0,19.99,1.73,4.12,8.23,4.99,9.68,330.35,15.59,330.76,15.31,1.53,2.31,1.05,2.37,3.11,1.86,2.44,2.83,4.19,6.49,0.18982,0.16766,0.2051,0.18018,20.61,21.51,21.5,17.33,1.7543,1.7777,1.7843,1.6754,1.2424,1.2139,1.2558,1.2223,0.3528,0.3634,0.3633,0.3102
737399,2018-12-05 00:00:00,Gypsum,98.16,98.37,97.95,102.88,-2.66,-4.85,0.13,-2.59,-4.85,0.13,80.66,96.72,70.15,77.32,96.72,70.15,0.1,0,30.26,2.61,2.49,6.62,3.03,7.66,255.11,47.09,253.35,45.39,0.91,1.06,0.81,1.65,1.87,1.53,1.7,2.05,3.4,6.02,0.17828,0.16031,0.19609,0.17574,19.98,20.85,20.94,17.11,1.7399,1.763,1.7718,1.6699,1.2277,1.2045,1.2445,1.2168,0.3451,0.3557,0.3567,0.3071
737400,2018-12-06 00:00:00,Gypsum,97.72,98.07,97.34,102.36,1.87,-6.06,10.74,2.18,-6.06,10.74,69.82,95.13,36.09,66.06,95.13,36.09,0.27,0,116.64,10.08,2.69,9.23,3.4,10.98,167.79,30.35,173.76,27.35,0.94,1.69,0.56,1.49,1.92,1.24,1.62,1.94,3.03,5.58,0.17279,0.15938,0.19082,0.17193,19.53,20.42,20.59,16.93,1.7296,1.7535,1.7639,1.6653,1.2206,1.2033,1.2379,1.2121,0.3395,0.3505,0.3526,0.3045
737401,2018-12-07 00:00:00,Gypsum,98.25,98.7,97.42,102.88,-0.06,-4.31,5.51,-0.15,-4.31,5.51,70.6,86.3,42.55,67.05,86.3,42.55,0.19,0,77.54,6.7,3.84,11.25,4.77,12.88,18.42,37.54,20.31,37.76,1.79,2.48,1.2,2.16,2.55,1.92,2.32,2.54,3.28,5.35,0.17726,0.16091,0.19174,0.16974,19.39,20.28,20.39,16.8,1.7269,1.7504,1.7595,1.6621,1.2264,1.2053,1.2391,1.2094,0.3378,0.3488,0.3502,0.3027
737402,2018-12-08 00:00:00,Gypsum,98.66,98.85,98.45,103.4,-2.93,-6.19,2.6,-2.83,-6.19,2.6,77.97,92.94,51.52,74.22,92.94,51.52,0.12,0,107.18,9.26,1.15,4.45,1.61,4.92,77.99,62.16,82.29,54.73,1.09,1.89,0.73,1.69,2.03,1.41,1.77,2.06,3.09,5.27,0.17002,0.15825,0.18777,0.16844,19.18,20.05,20.19,16.7,1.7217,1.7453,1.755,1.6596,1.2171,1.2019,1.2341,1.2077,0.3351,0.3461,0.3477,0.3012
737403,2018-12-09 00:00:00,Gypsum,98.52,98.76,98.24,103.26,-3.54,-8.01,3.55,-2.95,-8.01,3.55,80.53,96.89,43.41,75.91,96.89,43.41,0.11,0,120.62,10.42,1.08,4.66,1.46,4.9,17.16,70.33,28.69,42.35,0.63,0.92,0.51,1.28,1.58,1.15,1.36,1.67,2.8,5.07,0.16554,0.15498,0.18421,0.1667,18.94,19.8,20,16.6,1.7158,1.7395,1.7507,1.6572,1.2113,1.1977,1.2297,1.2056,0.3319,0.3429,0.3455,0.2999
737404,2018-12-10 00:00:00,Gypsum,98.27,98.45,98.1,102.99,-2.51,-8.35,7.1,-1.86,-8.35,7.1,77.9,96.64,39.2,73.37,96.64,39.2,0.15,0,122.58,10.59,1.06,4.86,1.3,5.17,232.95,61.83,239.78,72,0.41,0.59,0.32,1.01,1.2,0.93,1.1,1.4,2.49,4.83,0.16252,0.15179,0.18107,0.16483,18.66,19.54,19.83,16.52,1.7094,1.7335,1.7467,1.655,1.2075,1.1936,1.2257,1.2033,0.3283,0.3396,0.3433,0.2986
737405,2018-12-11 00:00:00,Gypsum,98.07,98.39,97.69,102.78,-1.93,-8.28,5.9,-1.67,-8.28,5.9,75.08,94.07,41.84,71.37,94.07,41.84,0.16,0,127.06,10.98,1.84,5.62,2.53,6.88,230.76,49.76,236.2,49.38,0.31,0.46,0.23,0.87,1.01,0.81,0.97,1.24,2.3,4.61,0.16041,0.14926,0.17903,0.16318,18.39,19.3,19.68,16.43,1.7031,1.728,1.7432,1.6529,1.2048,1.1904,1.2232,1.2012,0.3248,0.3366,0.3414,0.2974
737406,2018-12-12 00:00:00,Gypsum,97.13,97.76,96.64,101.71,2.75,-0.88,8.58,2.89,-0.88,8.58,69.41,86.66,54.46,65.75,86.66,54.46,0.24,0,71.28,6.16,3.26,9.47,4.25,10.02,213.4,49.92,213.91,48.22,0.38,0.53,0.29,0.9,1.03,0.83,1.11,1.4,2.23,4.43,0.16224,0.15003,0.1789,0.16183,18.18,19.13,19.56,16.37,1.6983,1.7241,1.7405,1.6512,1.2071,1.1914,1.223,1.1996,0.3219,0.3344,0.3399,0.2965
737407,2018-12-13 00:00:00,Gypsum,96.63,97.06,96.2,101.19,2.12,-4.04,12.19,2.66,-4.04,12.19,78.31,96.38,41.94,73.75,96.38,41.94,0.21,0,125.42,10.84,1.73,6.06,2.12,7.06,176.03,44.45,175.95,44.91,1.07,2.51,0.46,1.37,2.19,0.97,1.83,1.94,2.5,4.36,0.16535,0.15325,0.17999,0.16121,18.18,19.12,19.49,16.33,1.6985,1.724,1.7391,1.6501,1.2111,1.1955,1.2244,1.1988,0.3219,0.3342,0.3391,0.2959
737408,2018-12-14 00:00:00,Gypsum,97.11,97.82,96.33,101.68,2.54,-1.48,5.97,2.63,-1.48,5.97,83.64,96.5,69.55,80.31,96.5,69.55,0.13,0,31.95,2.76,4.5,12.54,5.71,14.92,333.27,34.24,333.31,33.92,1.86,2.83,1.08,2.09,2.78,1.56,2.42,2.51,2.96,4.45,0.17072,0.15451,0.18272,0.16148,18.23,19.14,19.45,16.28,1.6999,1.7245,1.7383,1.6491,1.218,1.1971,1.2278,1.1991,0.3225,0.3345,0.3386,0.2952
737409,2018-12-15 00:00:00,Gypsum,97.93,98.2,97.74,102.56,0.6,-5.26,10.41,1.31,-5.26,10.41,70.97,93.9,23.19,65.12,93.9,23.19,0.24,0,128.64,11.11,2.47,6.6,3.24,7.29,324.42,49.83,333.85,40.58,1.54,2.73,0.86,1.98,2.59,1.49,2.15,2.33,3.04,4.58,0.16784,0.1537,0.18218,0.16181,18.17,19.08,19.38,16.26,1.6984,1.7231,1.7365,1.6485,1.2143,1.1961,1.2271,1.1995,0.3218,0.3337,0.3376,0.2949
737410,2018-12-16 00:00:00,Gypsum,97.74,97.96,97.48,102.39,1.07,-7.2,13.61,1.82,-7.2,13.61,65.3,98.38,15.35,59.35,98.38,15.35,0.35,0,124.2,10.73,1.26,4.76,1.55,4.96,168.43,44.83,164.88,40.65,1.16,2.39,0.54,1.63,2.23,1.18,1.83,2.04,2.83,4.56,0.16325,0.15223,0.17943,0.16134,18.06,18.96,19.29,16.22,1.6956,1.7203,1.7344,1.6475,1.2084,1.1942,1.2237,1.199,0.3203,0.3322,0.3365,0.2942
737411,2018-12-17 00:00:00,Gypsum,98,98.25,97.66,102.62,1.71,-5.65,13.14,2.94,-5.65,13.14,72.59,95.7,40.52,63.89,95.7,40.52,0.26,0,124.23,10.73,1.39,5.43,1.64,5.74,294.04,92.99,314.68,88.02,1.51,3.07,0.67,1.87,2.76,1.27,2.1,2.24,2.86,4.49,0.16389,0.15293,0.17902,0.16064,17.97,18.87,19.23,16.18,1.6936,1.7183,1.733,1.6464,1.2092,1.1951,1.2232,1.1981,0.3191,0.331,0.3357,0.2936
737412,2018-12-18 00:00:00,Gypsum,97.86,98.21,97.38,102.48,3.11,-5.85,14.42,3.62,-5.85,14.42,68.61,98.92,28.17,65.32,98.92,28.17,0.35,0,120.1,10.38,1.78,7.08,2.35,8.13,169.38,21.15,164.45,18.66,1.64,3.28,0.65,1.98,2.92,1.28,2.2,2.34,2.95,4.5,0.16376,0.15291,0.17911,0.16041,17.88,18.8,19.17,16.15,1.6914,1.7167,1.7316,1.6457,1.2091,1.1951,1.2233,1.1978,0.3178,0.3301,0.3349,0.2932
737413,2018-12-19 00:00:00,Gypsum,97,97.45,96.57,101.53,5.34,-3.1,12.16,5.66,-3.1,12.16,73.35,96.04,49.78,69.88,96.04,49.78,0.27,0,55.08,4.76,2.47,9.25,3.23,10.68,174.87,36.93,169.77,33.27,2.41,3.77,1.07,2.56,3.49,1.69,2.76,2.83,3.21,4.54,0.16713,0.15559,0.18094,0.16046,17.82,18.75,19.14,16.12,1.6903,1.7158,1.7311,1.6452,1.2134,1.1985,1.2256,1.1979,0.317,0.3295,0.3345,0.2929
737414,2018-12-20 00:00:00,Gypsum,96.38,96.8,96.07,100.84,7.13,3.08,12.62,7.2,3.08,12.62,73.41,95.52,48.5,70.54,95.52,48.5,0.3,0,70.12,6.06,3.58,10.05,4.57,11.74,255.13,72.55,254.32,71.26,3.88,5.1,2.94,3.84,4.73,3.19,3.97,3.92,3.92,4.73,0.17542,0.16127,0.18602,0.16137,17.84,18.76,19.16,16.1,1.6914,1.7163,1.7319,1.6446,1.224,1.2058,1.2319,1.199,0.3173,0.3296,0.3348,0.2924
737415,2018-12-21 00:00:00,Gypsum,97.05,97.24,96.74,101.55,5.51,-0.53,11.75,5.69,-0.53,11.75,58.48,80.39,35.15,55.16,80.39,35.15,0.4,0,124.39,10.75,5.98,15.29,7.5,17.27,318.64,21.07,317.77,17.39,3.71,4.71,2.65,3.95,4.49,3.44,4.04,4.1,4.38,5.07,0.1822,0.16014,0.19165,0.16343,17.75,18.69,19.15,16.09,1.6897,1.7146,1.732,1.6446,1.2327,1.2043,1.239,1.2015,0.3161,0.3287,0.3347,0.2923
737416,2018-12-22 00:00:00,Gypsum,96.67,97.14,96.24,101.22,3.16,-5.73,12.21,3.37,-5.73,12.21,64.74,93.89,32.97,61.57,93.89,32.97,0.33,0,111.58,9.64,2.05,6.68,2.7,6.9,187.54,52.14,190.45,52.82,2.79,4.29,1.4,3.18,4,2.25,3.28,3.45,4.06,5.21,0.17086,0.15888,0.18705,0.16396,17.59,18.53,19.06,16.09,1.6852,1.7109,1.7297,1.6447,1.2182,1.2027,1.2332,1.2022,0.3139,0.3266,0.3336,0.2924
737417,2018-12-23 00:00:00,Gypsum,97.13,98.04,96.33,101.69,3.2,-3.77,11.22,3.75,-3.77,11.22,72.27,95.81,42.51,67.38,95.81,42.51,0.25,0,101.65,8.78,2.74,10,3.47,10.96,330.44,50.18,327.21,48.19,2.96,4.23,1.56,3.25,4.01,2.35,3.35,3.48,3.99,5.18,0.16967,0.15829,0.18533,0.16357,17.5,18.42,19.01,16.05,1.6828,1.7084,1.7285,1.6435,1.2166,1.202,1.2311,1.2017,0.3125,0.3251,0.3329,0.2917
737418,2018-12-24 00:00:00,Gypsum,98.03,98.36,97.77,102.65,1.25,-4.51,9.26,1.51,-4.51,9.26,79.26,100,36.16,76.46,100,36.16,0.17,0,126.13,10.9,2.21,7,2.86,7.41,226.1,45.86,228.25,38.46,2.87,4.2,1.68,3.29,3.91,2.52,3.41,3.55,4.09,5.2,0.1695,0.1575,0.1857,0.16341,17.39,18.32,18.97,16.04,1.6804,1.706,1.7276,1.6432,1.2164,1.2009,1.2315,1.2015,0.3111,0.3238,0.3324,0.2915
737419,2018-12-25 00:00:00,Gypsum,97.35,97.84,97,101.94,3.57,-2.43,9.13,3.66,-2.43,9.13,72.97,89.11,53.99,70.12,89.11,53.99,0.24,0,48.08,4.15,2.63,8.62,3.48,10.6,161.8,48.98,158.4,46.64,2.53,3.67,1.38,2.86,3.62,2.12,2.97,3.14,3.78,5.17,0.16623,0.15544,0.18331,0.16301,17.24,18.18,18.9,16,1.6766,1.7026,1.7257,1.6423,1.2122,1.1983,1.2285,1.201,0.309,0.3219,0.3314,0.291
737420,2018-12-26 00:00:00,Gypsum,97.51,97.79,97.12,102.1,2.65,-4.99,10.88,3.28,-4.99,10.88,82.69,99.97,54.73,79.4,99.97,54.73,0.16,0,89.55,7.74,1.18,4.84,1.71,5.55,24.39,74.79,27.4,60.36,2.86,4.29,1.45,3.16,3.9,2.25,3.22,3.36,3.85,5.1,0.1658,0.15615,0.18317,0.16232,17.16,18.11,18.88,15.97,1.6748,1.701,1.7252,1.6416,1.2117,1.1992,1.2284,1.2002,0.3079,0.3209,0.3311,0.2906
737421,2018-12-27 00:00:00,Gypsum,96.71,97.59,95.54,101.17,9.22,5.78,12.36,9.18,5.78,12.36,95.01,100,77.8,93.17,100,77.8,0.05,36.32,9.34,0.81,4.52,14.25,5.47,16.37,110.46,31.47,112.12,29.9,5.45,7.84,3.34,5.05,7.24,3.58,5.15,4.97,4.6,5.18,0.19415,0.18123,0.19919,0.16567,21.07,21.94,20.77,16.49,1.7627,1.7859,1.7671,1.6535,1.248,1.2313,1.2484,1.2043,0.3561,0.3666,0.3534,0.2972
737422,2018-12-28 00:00:00,Gypsum,95.77,96.97,95.02,100.21,2.6,-4.05,12.36,2.44,-4.05,12.36,86.84,100,68.55,84.2,100,68.55,0.08,2.54,19.95,1.72,5.72,11.6,6.7,12.78,284.65,69.77,283.59,69.94,5.73,7.86,2.29,6.12,7.45,3.46,6.26,6.26,6.24,5.77,0.2191,0.18846,0.22155,0.17741,22.88,23.11,23.55,19.97,1.804,1.8121,1.828,1.7351,1.28,1.2406,1.2765,1.2189,0.3786,0.381,0.3856,0.3445
737423,2018-12-29 00:00:00,Gypsum,97.72,98.44,96.89,102.44,-4.92,-8.76,-2.09,-5.07,-8.76,-2.09,72.51,83.91,63.34,68.82,83.91,63.34,0.12,0,54.13,4.68,5.42,11.51,6.68,13.23,322.43,13.16,323.19,12.38,1.35,2.3,0.78,2.32,3.46,1.63,2.35,2.72,4.3,5.93,0.18727,0.15695,0.20108,0.167,21.12,21.61,22.09,18.07,1.7653,1.7794,1.7967,1.6917,1.2392,1.2002,1.2508,1.206,0.3588,0.3645,0.3699,0.3204
737424,2018-12-30 00:00:00,Gypsum,98.16,98.55,97.54,102.95,-6.38,-9.77,-0.55,-6.49,-9.77,-0.55,69.88,83.11,40.13,66.62,83.11,40.13,0.12,0,82.84,7.16,2.11,4.84,2.61,5.78,245.52,72.94,244.5,72.96,0.46,0.79,0.26,1.22,1.63,0.97,1.22,1.58,2.96,5.26,0.16917,0.15049,0.18742,0.16057,20.19,20.7,21.32,17.53,1.7442,1.7593,1.7797,1.6788,1.216,1.192,1.2337,1.198,0.3477,0.3539,0.3612,0.3131
737425,2018-12-31 00:00:00,Gypsum,96.75,97.64,96.08,101.38,0.28,-5.52,8.13,0.21,-5.52,8.13,74.7,86.84,50.29,72.16,86.84,50.29,0.18,0,127.44,11.01,4.46,9.56,5.52,11.15,177.44,15.32,177.57,14.24,0.13,0.28,0.04,0.78,0.98,0.71,0.82,1.15,2.32,4.67,0.16266,0.14797,0.18229,0.15598,19.36,20.01,20.85,17.23,1.7252,1.7438,1.7692,1.6714,1.2077,1.1887,1.2273,1.1923,0.3373,0.3455,0.3557,0.3089
