MATLAB_DATE,TIMESTAMP,STATION,PRESSUREAVG,PRESSUREMAX,PRESSUREMIN,SLPAVG,TEMP2MAVG,TEMP2MMIN,TEMP2MMAX,TEMP10MAVG,TEMP10MMIN,TEMP10MMAX,RELHUM2MAVG,RELHUM2MMAX,RELHUM2MMIN,RELHUM10MAVG,RELHUM10MMAX,RELHUM10MMIN,VPDEFAVG,PRECIP,SRAVG,SR,WSPD2MAVG,WSPD2MMAX,WSPD10MAVG,WSPD10MMAX,WDIR2M,WDIR2MSTD,WDIR10M,WDIR10MSTD,SOILTMP5AVG,SOILTMP5MAX,SOILTMP5MIN,SOILTMP10AVG,SOILTMP10MAX,SOILTMP10MIN,SOILTMP5AVG655,SOILTMP10AVG655,SOILTMP20AVG655,SOILTMP50AVG655,SOILEC5CM,SOILEC10CM,SOILEC20CM,SOILEC50CM,SOILKA5CM,SOILKA10CM,SOILKA20CM,SOILKA50CM,SOILPA5CM,SOILPA10CM,SOILPA20CM,SOILPA50CM,SOILVR5CM,SOILVR10CM,SOILVR20CM,SOILVR50CM,VWC5CM,VWC10CM,VWC20CM,VWC50CM
737110,2018-02-19 00:00:00,Gypsum,96.43,97.55,95.44,100.89,9.37,0.06,16.76,9.39,0.06,16.76,54.51,88.02,29.63,55,88.02,29.63,0.52,0,153.83,13.29,6.86,16.25,8.68,20.03,169.67,13.37,170.7,11.9,5.25,8.24,2.42,4.93,7.1,3.05,4.76,4.81,4.48,4.57,0.10927,0.08115,0.15642,0.1186,9.29,7.5,13.71,11.41,1.459,1.4024,1.5979,1.518,1.1394,1.1033,1.1949,1.1461,0.1742,0.1368,0.2551,0.215
737111,2018-02-20 00:00:00,Gypsum,96.34,96.77,95.41,100.84,0.89,-5.13,16.71,0.75,-5.13,16.71,81.85,95.27,62.84,83.25,95.27,62.84,0.13,0.76,49.04,4.24,5.64,16.99,6.81,20.15,331.97,55.32,332.68,55.15,5.55,8.63,2.91,5.8,7.73,3.85,5.68,5.7,5.6,5.07,0.1139,0.08335,0.16282,0.12065,9.33,7.48,13.82,11.43,1.4611,1.4024,1.6013,1.5188,1.1453,1.1061,1.2029,1.1486,0.1751,0.1365,0.2569,0.2154
737112,2018-02-21 00:00:00,Gypsum,97.55,98.55,96.47,102.29,-6.08,-9.37,-3.17,-6.13,-9.37,-3.17,80.23,95.74,62.19,78.95,95.74,62.19,0.08,0.76,116.07,10.03,4.89,8.17,5.87,10.76,339.44,15.88,340.36,15.2,1.6,2.91,-0.07,2.52,3.85,1.35,2.68,2.85,4.18,5.2,0.10372,0.07474,0.15445,0.12091,9.17,7.29,13.68,11.43,1.4546,1.3943,1.5968,1.5188,1.1323,1.0952,1.1924,1.1489,0.1719,0.1323,0.2545,0.2154
737113,2018-02-22 00:00:00,Gypsum,98.8,99.19,98.44,103.64,-7.03,-12,-2.77,-7.12,-12,-2.77,70.48,94.25,50.29,69.25,94.25,50.29,0.11,1.02,102.81,8.88,4.08,8.82,5.05,8.64,19.13,24.45,20.09,24.18,-0.48,-0.02,-1.15,0.44,1.35,0.06,0.58,0.8,2.52,4.55,0.09414,0.06704,0.14502,0.11777,9.04,7.07,13.52,11.39,1.4489,1.3854,1.5916,1.5173,1.12,1.0853,1.1806,1.1451,0.1692,0.1276,0.2518,0.2147
737114,2018-02-23 00:00:00,Gypsum,98.05,98.55,97.59,102.75,-1.91,-4.46,-0.28,-1.96,-4.46,-0.28,95.4,98.82,90.7,96.31,98.82,90.7,0.02,0.76,37.07,3.2,1.73,4.47,1.86,4.59,70.12,61.74,75.44,52.69,0.11,0.6,-0.23,0.67,1.01,0.46,1.06,1.13,2.05,3.85,0.09515,0.07002,0.14272,0.1146,9.05,7.11,13.47,11.34,1.4495,1.3872,1.5903,1.5153,1.1213,1.0891,1.1778,1.1411,0.1694,0.1283,0.2511,0.2136
737115,2018-02-24 00:00:00,Gypsum,97.89,98.22,97.39,102.55,-0.43,-3.18,1.72,-0.52,-3.18,1.72,87.65,98.68,74.09,87.9,98.68,74.09,0.07,0,131.09,11.33,2.16,6.1,2,7.02,21.3,52.68,54.28,18.64,1.92,4,0.6,1.99,3.45,1,2.07,2.06,2.33,3.55,0.10091,0.07506,0.14441,0.1133,9.12,7.22,13.49,11.32,1.4526,1.3918,1.5909,1.5146,1.1287,1.0956,1.1799,1.1395,0.1709,0.1307,0.2514,0.2133
737116,2018-02-25 00:00:00,Gypsum,96.82,97.48,96.39,101.42,-0.09,-2.16,2.87,0.3,-2.16,2.87,92.09,99.07,66.65,90.59,99.07,66.65,0.05,0,46.71,4.04,2.82,8.92,3.03,10.02,317.65,74.62,316.47,72.85,1.88,2.86,1.05,2.18,2.76,1.73,2.27,2.32,2.77,3.66,0.10212,0.07679,0.14678,0.11378,9.12,7.26,13.51,11.32,1.4528,1.3938,1.5917,1.5146,1.1302,1.0978,1.1828,1.1401,0.1709,0.1317,0.2518,0.2132
737117,2018-02-26 00:00:00,Gypsum,97.26,97.58,96.98,101.88,0.9,-7.48,10.57,1.85,-7.48,10.57,65.02,88.57,35.19,59.74,88.57,35.19,0.29,0.25,169.27,14.63,1.6,4.86,2.07,5.9,175.19,71.51,176.8,70.06,1.98,5.07,0.38,2.13,4.13,0.94,2.04,2.11,2.58,3.68,0.10151,0.07604,0.14586,0.11388,9.11,7.28,13.49,11.31,1.4522,1.3942,1.5909,1.5146,1.1294,1.0968,1.1817,1.1402,0.1705,0.1321,0.2513,0.2132
737118,2018-02-27 00:00:00,Gypsum,97.48,97.79,97.19,102.05,5.9,-4.58,17.57,6.44,-4.58,17.57,53.51,93.32,14.4,51.6,93.32,14.4,0.61,0,217.87,18.82,3.06,10.88,4.08,12.94,161.13,30.44,162.23,24.63,2.98,6.39,0.61,2.94,5.18,1.21,2.86,2.89,2.95,3.7,0.1048,0.07886,0.14813,0.11386,9.14,7.34,13.52,11.31,1.4537,1.3968,1.592,1.5146,1.1336,1.1004,1.1845,1.1402,0.1712,0.1334,0.2519,0.2132
737119,2018-02-28 00:00:00,Gypsum,96.76,97.29,96.32,101.18,12.3,2.01,21.87,12.38,2.01,21.87,65.06,93.11,32.74,65.14,93.11,32.74,0.58,0,192.63,16.64,5.45,12.64,6.84,14.97,173.21,21.54,173.78,21.06,5.99,9.61,2.16,5.34,8.1,2.71,5.31,5.16,4.17,4.01,0.11333,0.08513,0.15533,0.11532,9.24,7.49,13.63,11.31,1.4581,1.4031,1.5956,1.5145,1.1446,1.1084,1.1935,1.142,0.1732,0.1367,0.2537,0.213
737120,2018-03-01 00:00:00,Gypsum,96.42,97.05,96.11,100.8,9.54,1.32,14.55,9.48,1.32,14.55,84.97,98.62,64.46,86.49,98.62,64.46,0.17,0,85.98,7.43,4.01,11.45,4.95,12.82,20.33,75.39,26.59,76.53,8.39,10.54,6.58,7.92,9.23,7.09,7.95,7.72,6.41,4.95,0.12349,0.09219,0.1679,0.1189,9.37,7.64,13.84,11.38,1.4637,1.4093,1.6024,1.5172,1.1575,1.1174,1.2092,1.1465,0.1758,0.1399,0.2572,0.2145
737121,2018-03-02 00:00:00,Gypsum,97.84,98.26,96.95,102.43,3.18,-3.65,13.27,3.7,-3.65,13.27,50.9,86,13.26,47.81,86,13.26,0.49,0,226.73,19.59,2.69,7.88,3.42,9.25,335.42,65.84,346.4,70.08,5.72,9.12,3.02,6.03,8.03,4.05,6.14,6.09,6.22,5.77,0.11733,0.08815,0.16667,0.12226,9.26,7.57,13.82,11.43,1.4594,1.4061,1.6016,1.5189,1.1497,1.1123,1.2077,1.1506,0.1736,0.1383,0.2568,0.2153
737122,2018-03-03 00:00:00,Gypsum,97.77,98.24,97.29,102.31,8.9,-3.1,19.31,9.11,-3.1,19.31,37.46,68.82,16.96,36.01,68.82,16.96,0.86,0,222.02,19.18,4.76,12.94,6.01,16.13,161.41,17.48,158.46,15.45,5.66,9.21,2.4,5.66,8.09,3.37,5.76,5.7,5.75,5.85,0.11321,0.08863,0.16359,0.12217,9.21,7.57,13.77,11.42,1.4571,1.4062,1.6001,1.5187,1.1444,1.1129,1.2039,1.1505,0.1726,0.1383,0.256,0.2152
737123,2018-03-04 00:00:00,Gypsum,97.19,97.5,96.84,101.58,14.59,7.91,22.99,14.57,7.91,22.99,55.14,71.42,37.59,55.59,71.42,37.59,0.82,0,220.28,19.03,6.66,14.68,8.27,17.31,163.4,14.6,163.4,13.76,8.94,12.4,5.95,8.3,10.88,6.15,8.22,7.99,6.87,6.05,0.12388,0.09545,0.17013,0.12286,9.33,7.7,13.88,11.43,1.4627,1.4117,1.6034,1.5191,1.158,1.1216,1.212,1.1513,0.1751,0.1411,0.2578,0.2154
737124,2018-03-05 00:00:00,Gypsum,96.5,97.12,95.86,100.82,15.78,10.46,22.41,15.73,10.46,22.41,64.9,89.98,48.92,65.65,89.98,48.92,0.66,0,171.73,14.84,6.5,15.54,8,18.7,160.45,16.01,160.45,15.02,11.26,13.94,8.73,10.54,12.49,8.74,10.38,10.13,8.6,6.86,0.13278,0.10103,0.18045,0.12615,9.44,7.84,14.05,11.48,1.4672,1.4174,1.609,1.5208,1.1694,1.1287,1.225,1.1554,0.1772,0.1441,0.2607,0.2163
737125,2018-03-06 00:00:00,Gypsum,96.59,97.05,95.65,101,8.25,1.33,16.11,8.64,1.33,16.11,45.11,90.65,14.95,43.75,90.65,14.95,0.61,0,214.37,18.52,7.44,16.19,9.09,19.38,276.16,44.64,276.68,43.27,10.09,12.03,7.03,10.2,11.59,8.1,9.89,9.81,9.44,7.84,0.13081,0.10013,0.1854,0.13038,9.38,7.85,14.13,11.54,1.4651,1.4175,1.6116,1.523,1.1669,1.1276,1.2312,1.1606,0.176,0.1443,0.262,0.2173
737126,2018-03-07 00:00:00,Gypsum,97.32,98.11,96.7,101.88,2.79,-2.24,6.3,2.8,-2.24,6.3,44.95,73.61,27.39,45.05,73.61,27.39,0.43,0,110.15,9.52,8.5,18.33,10.31,22.58,310.11,25.72,309.95,26.23,6.02,7.03,4.21,6.77,8.1,5.35,6.69,6.81,7.9,8.04,0.11588,0.09234,0.17556,0.13104,9.17,7.71,13.96,11.54,1.4566,1.4118,1.6062,1.5231,1.1478,1.1176,1.2188,1.1615,0.1719,0.1415,0.2592,0.2173
737127,2018-03-08 00:00:00,Gypsum,97.96,98.17,97.67,102.61,1.22,-6.41,11.32,1.56,-6.41,11.32,48.17,84.47,17.04,47.01,84.47,17.04,0.43,0,236.36,20.42,3.92,11.62,4.88,12.84,310.86,32.45,318.9,29.89,5.17,8.5,2.49,5.61,7.69,3.77,5.37,5.53,6.41,7.43,0.11028,0.08996,0.16663,0.12812,9.1,7.66,13.81,11.49,1.4536,1.4095,1.6015,1.5213,1.1406,1.1146,1.2077,1.1579,0.1705,0.1403,0.2568,0.2164
737128,2018-03-09 00:00:00,Gypsum,97.51,98.08,96.73,102.16,0.82,-11.39,13.61,1.61,-11.39,13.61,48.84,85.51,17.31,46.65,85.51,17.31,0.47,0,220.51,19.05,1.7,8.37,2.14,9.25,144.37,44.57,133.35,37.58,4.93,8.74,1.32,5.24,7.79,2.69,4.97,5.15,5.83,6.89,0.10887,0.08897,0.16343,0.12567,9.09,7.64,13.75,11.43,1.4528,1.4085,1.5995,1.5194,1.1389,1.1133,1.2037,1.1548,0.1702,0.1398,0.2557,0.2154
737129,2018-03-10 00:00:00,Gypsum,96.47,96.8,96.17,100.97,6.31,-6.2,21.8,7.53,-6.2,21.8,48.66,85.49,15.75,45.23,85.49,15.75,0.71,0,230.06,19.88,2.03,9.56,2.78,11.33,316.94,66.51,0,70.53,6.73,11.72,2.54,6.6,9.86,3.67,6.27,6.27,6.2,6.64,0.11625,0.09321,0.16564,0.12441,9.19,7.7,13.78,11.42,1.4571,1.4115,1.6005,1.5189,1.1483,1.1187,1.2064,1.1533,0.1722,0.1412,0.2562,0.2152
737130,2018-03-11 00:00:00,Gypsum,96.74,97.48,96.44,101.21,8.05,-3.78,19.56,8.51,-3.78,19.56,52.2,86.74,22.62,50.95,86.74,22.62,0.68,0,179.36,15.5,2.21,11.47,2.81,13.78,353.01,74.34,9.6,73.68,7.93,12.02,4.17,7.7,10.5,5.08,7.57,7.45,7.04,6.86,0.12091,0.09707,0.17043,0.12518,9.23,7.76,13.85,11.42,1.4591,1.4142,1.6029,1.5191,1.1542,1.1237,1.2124,1.1542,0.1731,0.1425,0.2574,0.2152
737131,2018-03-12 00:00:00,Gypsum,98.06,98.57,97.4,102.63,2.23,-3.25,6.5,2.09,-3.25,6.5,65.61,83.13,55.22,66.81,83.13,55.22,0.25,0,93.11,8.04,5.84,12.92,7.13,14.95,342.37,16.2,342.99,15.07,6.78,8.73,5.5,7.21,8.94,6.34,7.23,7.23,7.57,7.29,0.11838,0.09475,0.17358,0.12715,9.16,7.72,13.89,11.44,1.4567,1.4126,1.6041,1.5199,1.151,1.1207,1.2164,1.1567,0.1717,0.1417,0.258,0.2156
737132,2018-03-13 00:00:00,Gypsum,98.35,98.63,98.03,103.03,0.75,-8.63,11.92,1.55,-8.63,11.92,57.02,93.53,16.97,55.22,93.53,16.97,0.39,0,244.83,21.15,1.89,7.78,2.42,8.47,337.27,54.88,340.04,41.85,5.86,10.04,2.3,6.15,8.7,3.68,5.78,5.94,6.51,7.2,0.1115,0.09119,0.16682,0.1264,9.09,7.65,13.78,11.43,1.4533,1.4095,1.6007,1.5195,1.1422,1.1162,1.2079,1.1557,0.1702,0.1402,0.2562,0.2154
737133,2018-03-14 00:00:00,Gypsum,98.37,98.71,98.13,103.01,2.14,-6.07,13,3.37,-6.07,13,42.68,84.57,9.14,38.63,84.57,9.14,0.52,0,251.33,21.71,1.92,8.29,2.43,9.49,323.5,66.54,344.5,56.43,6.29,10.65,2.83,6.48,9.15,4.06,6.1,6.2,6.52,7,0.11278,0.09198,0.16677,0.1253,9.11,7.65,13.77,11.42,1.4541,1.4095,1.6004,1.519,1.1438,1.1172,1.2078,1.1544,0.1706,0.1401,0.2561,0.2151
737134,2018-03-15 00:00:00,Gypsum,97.47,98.24,96.7,102.03,8.07,-7.61,20.79,8.53,-7.61,20.79,33.02,66.29,14.42,30.57,66.29,14.42,0.97,0,238.6,20.62,4.05,12.05,5.04,13.78,181.18,27.23,180.97,22.34,6.75,11.16,2.26,6.64,9.6,3.59,6.18,6.28,6.45,6.95,0.11231,0.09154,0.16631,0.12499,9.1,7.62,13.75,11.4,1.4538,1.4086,1.5998,1.5185,1.1433,1.1166,1.2073,1.154,0.1705,0.1395,0.2557,0.2148
737135,2018-03-16 00:00:00,Gypsum,96.1,96.78,95.57,100.42,16.55,7.92,25.67,16.54,7.92,25.67,34.21,49.68,22.07,34.05,49.68,22.07,1.34,0,233.93,20.21,5.78,12.39,7.2,15.13,167.31,16.55,168.68,15.43,10.49,14.26,6.92,9.72,12.41,7.25,9.38,9.13,7.95,7.19,0.1244,0.09799,0.17607,0.12627,9.23,7.73,13.89,11.38,1.4598,1.4132,1.6044,1.518,1.1587,1.1248,1.2195,1.1556,0.1731,0.1418,0.258,0.2144
737136,2018-03-17 00:00:00,Gypsum,95.73,96.82,95.25,100.01,13.26,2.33,20.72,13.1,2.33,20.72,58.4,82.58,32.6,58.83,82.58,32.6,0.72,0,197.35,17.05,8.44,18.35,10.1,20.56,208.71,65.87,207.51,64.6,12.1,14.5,9.55,11.6,13.07,10.37,11.17,11.02,9.82,8.11,0.13221,0.10163,0.1866,0.12977,9.32,7.76,14.08,11.46,1.4636,1.4151,1.6102,1.5207,1.1687,1.1295,1.2327,1.1599,0.1748,0.1426,0.261,0.2159
737137,2018-03-18 00:00:00,Gypsum,97.1,97.37,96.7,101.62,5.13,-2.23,12.33,5.14,-2.23,12.33,63.41,89.69,40.11,64.13,89.69,40.11,0.36,0,225.05,19.44,3.46,9.6,4.34,11.27,349.14,39.23,353.35,40.72,10.08,14.12,7.77,10.14,12.46,8.42,9.86,9.81,9.66,8.81,0.12606,0.09615,0.18532,0.13267,9.21,7.67,14.04,11.5,1.4594,1.4111,1.6093,1.5223,1.1608,1.1225,1.2311,1.1635,0.1727,0.1406,0.2605,0.2166
737138,2018-03-19 00:00:00,Gypsum,96.71,97.32,95.97,101.23,5.24,-5.53,14.42,5.51,-5.53,14.42,73.78,96.04,41.8,74.7,96.04,41.8,0.32,0.25,121,10.45,3.11,9.53,3.81,10.6,85.81,55.29,84.35,44.16,8.5,10.97,5.84,8.76,10.25,7.02,8.56,8.71,9.03,8.92,0.12018,0.09222,0.18078,0.13264,9.13,7.57,13.97,11.5,1.456,1.4069,1.6068,1.5222,1.1533,1.1175,1.2254,1.1634,0.1711,0.1383,0.2593,0.2166
737139,2018-03-20 00:00:00,Gypsum,96.42,97.16,95.63,100.9,4.55,2.94,6.91,4.44,2.94,6.91,89.4,98.01,78.79,89.3,98.01,78.79,0.09,17.27,43.62,3.77,6.34,12.19,7.92,14.56,352.13,36.16,352.84,36.42,7.12,8.97,6.06,7.7,9.34,6.73,7.74,7.83,8.56,8.79,0.11847,0.11051,0.17781,0.13173,9.06,7.97,13.92,11.47,1.4535,1.4231,1.6052,1.5214,1.1511,1.1408,1.2217,1.1623,0.1696,0.1468,0.2584,0.2161
737140,2018-03-21 00:00:00,Gypsum,97.22,97.45,97.03,101.76,3.89,-2.5,10.65,4,-2.5,10.65,78.08,95.19,44.58,76.4,95.19,44.58,0.21,0,145.57,12.58,3.92,9.66,4.67,10.02,311.92,40.68,318.3,31.49,6.6,9.11,5.03,6.9,8.49,5.97,6.7,6.82,7.48,8.34,0.11585,0.12927,0.17139,0.12969,9.01,8.65,13.8,11.43,1.4518,1.4481,1.6016,1.5198,1.1478,1.1648,1.2136,1.1598,0.1687,0.1613,0.2565,0.2153
737141,2018-03-22 00:00:00,Gypsum,97.67,97.94,97.38,102.24,5.53,-3.84,16.14,5.71,-3.84,16.14,68.63,96.38,29.78,67.41,96.38,29.78,0.41,0,258.58,22.34,1.46,6.04,1.81,6.59,151.44,47.11,149.98,52.98,7.42,12.95,3.09,7.33,10.87,4.21,7.35,7.22,7.27,7.93,0.11937,0.13236,0.17041,0.12777,9.07,8.98,13.77,11.39,1.454,1.4584,1.6007,1.5186,1.1523,1.1688,1.2124,1.1574,0.1698,0.1679,0.256,0.2147
737142,2018-03-23 00:00:00,Gypsum,97.46,97.76,97.12,101.88,13.67,5.64,22.04,13.88,5.64,22.04,49.96,75.77,29.98,47.65,75.77,29.98,0.88,0,251.25,21.71,3.33,12.25,4.16,15.11,169.43,25.65,163.41,27.28,10.06,14.52,6.83,9.61,12.49,7.24,10.22,9.74,8.76,8.07,0.13119,0.14286,0.17979,0.12838,9.21,9.23,13.92,11.41,1.46,1.4678,1.6054,1.5191,1.1674,1.1822,1.2241,1.1582,0.1726,0.1731,0.2584,0.2149
737143,2018-03-24 00:00:00,Gypsum,96.43,97.21,95.73,100.76,16.46,9.8,24.6,16.59,9.8,24.6,65.98,92.75,50.31,64.5,92.75,50.31,0.7,0,193.91,16.75,4.1,12.86,5.11,13.94,131.59,42.66,132.21,39.64,12.14,15.04,9.25,11.55,13.73,9.49,12.05,11.6,10.28,8.76,0.13841,0.1497,0.18901,0.13138,9.28,9.38,14.05,11.43,1.4634,1.4733,1.6098,1.5202,1.1766,1.191,1.2357,1.1619,0.174,0.1761,0.2606,0.2154
737144,2018-03-25 00:00:00,Gypsum,96.93,97.56,95.86,101.33,8.61,3.07,12.97,8.46,3.07,12.97,73.51,98.34,53.09,74.28,98.34,53.09,0.3,0,113.89,9.84,5.19,11.21,6.34,13.68,349.23,36.04,350.14,34.18,10.98,13.07,8.68,11.24,12.94,9.59,11.52,11.37,11.05,9.58,0.13707,0.14887,0.1929,0.13468,9.25,9.37,14.11,11.49,1.4624,1.473,1.6116,1.5223,1.1749,1.1899,1.2406,1.166,0.1735,0.1759,0.2615,0.2165
737145,2018-03-26 00:00:00,Gypsum,97.03,97.35,96.72,101.54,6.96,2.47,14.14,6.66,2.47,14.14,70.86,88.28,48.28,71.22,88.28,48.28,0.32,0,201.21,17.38,4.62,12.07,5.44,13.13,97.95,19.58,99.52,18.19,9.82,13.47,7.39,9.92,12.23,8.12,10.23,10.04,10,9.7,0.13204,0.14254,0.18601,0.13488,9.2,9.29,13.98,11.48,1.4599,1.4696,1.6076,1.5221,1.1685,1.1818,1.2319,1.1662,0.1724,0.1743,0.2594,0.2163
737146,2018-03-27 00:00:00,Gypsum,96.71,97.27,96.4,101.16,7.27,5.56,9.73,7.11,5.56,9.73,95.55,100,71.83,96.3,100,71.83,0.04,1.02,30.96,2.67,3.65,9.86,4.43,10.45,14.59,49.53,15.41,49.8,9.43,10.16,8.68,9.7,10.37,9.17,9.77,9.79,10,9.67,0.13034,0.14046,0.18579,0.1346,9.17,9.25,13.96,11.46,1.4589,1.4681,1.6071,1.5214,1.1663,1.1791,1.2316,1.1659,0.1719,0.1735,0.2591,0.2159
737147,2018-03-28 00:00:00,Gypsum,97.49,97.85,97.17,102.02,5.87,-0.07,10.12,6.01,-0.07,10.12,79.17,96.11,52.75,78.16,96.11,52.75,0.22,0,110.67,9.56,2.8,7.86,3.44,9.25,7.9,52.73,17.15,50.24,8.57,10.34,7.32,8.84,9.88,7.97,8.78,8.84,9.22,9.49,0.1267,0.13597,0.1809,0.13368,9.15,9.19,13.88,11.45,1.4578,1.4655,1.6046,1.5209,1.1616,1.1734,1.2255,1.1647,0.1715,0.1722,0.2578,0.2156
737148,2018-03-29 00:00:00,Gypsum,96.84,97.32,96.46,101.33,7.44,-0.14,15.68,7.76,-0.14,15.68,79.12,99.76,46.91,78.16,99.76,46.91,0.29,0,158.23,13.67,1.27,6.02,1.59,5.94,178.75,72.01,167.07,78.12,9.39,13.12,6.22,9.26,11.81,7.06,9.38,9.22,9.07,9.22,0.12929,0.13684,0.18015,0.13233,9.21,9.15,13.84,11.41,1.4597,1.4645,1.6036,1.5198,1.165,1.1745,1.2246,1.1631,0.1725,0.1714,0.2572,0.215
737149,2018-03-30 00:00:00,Gypsum,97.34,98.02,96.8,101.85,5.31,-1.16,10.78,5.43,-1.16,10.78,77.27,92.88,49.7,76.43,92.88,49.7,0.22,0,116.58,10.07,3.49,10.84,4.35,11.84,354.74,47.87,0,43.76,8.56,10.34,7.2,8.92,9.88,8.21,9.06,9.06,9.37,9.29,0.12816,0.13473,0.18187,0.13258,9.18,9.08,13.85,11.42,1.4587,1.462,1.6039,1.52,1.1635,1.1718,1.2267,1.1634,0.172,0.17,0.2573,0.2152
737150,2018-03-31 00:00:00,Gypsum,97.78,98.29,96.96,102.34,7.26,-5.32,17.56,7.56,-5.32,17.56,56.61,94.62,22.69,55.52,94.62,22.69,0.63,0,270.03,23.33,2.85,10.94,3.51,12.92,179.49,38.13,180.58,42.65,9.11,14.21,4.48,8.98,12.16,5.76,9,8.84,8.83,9.11,0.12776,0.13384,0.17837,0.13151,9.19,9.02,13.77,11.39,1.4589,1.4601,1.6014,1.519,1.163,1.1707,1.2224,1.162,0.1722,0.1688,0.256,0.2146
737151,2018-04-01 00:00:00,Gypsum,97.48,98.18,96.76,101.93,8.7,0.45,14.76,8.4,0.45,14.76,49.94,69.24,35.59,50.47,69.24,35.59,0.58,0,240.92,20.82,6.58,13.7,7.99,15.25,2.64,81.1,4.59,81.26,10.45,13.53,7.99,10.45,12.36,9.14,10.6,10.36,9.98,9.26,0.13409,0.13975,0.18534,0.13207,9.23,9.06,13.84,11.39,1.4614,1.4622,1.6041,1.5191,1.1711,1.1782,1.2311,1.1627,0.1731,0.1696,0.2572,0.2146
737152,2018-04-02 00:00:00,Gypsum,97.94,98.23,97.46,102.62,-2.3,-4.05,1,-2.48,-4.05,1,65.59,87.76,36.21,66.29,87.76,36.21,0.18,0,48.38,4.18,4.55,10.23,5.49,11.66,41.21,36.57,42.14,36.58,5.74,7.99,4.58,6.82,9.14,5.58,6.83,7.17,8.68,9.41,0.11863,0.12444,0.17689,0.13257,9.03,8.85,13.68,11.4,1.4527,1.4532,1.5991,1.5194,1.1513,1.1586,1.2205,1.1634,0.169,0.1653,0.2545,0.2148
737153,2018-04-03 00:00:00,Gypsum,96.42,97.55,95.47,101.01,1.34,-3.65,10.27,1.2,-3.65,10.27,79.74,95.44,54.93,80.91,95.44,54.93,0.16,0,132.72,11.47,3.39,8.98,4.14,9.68,135.68,31.22,136.18,30.38,5.68,8.35,3.82,6.03,7.77,4.77,6,6.15,7.03,8.58,0.11464,0.11966,0.16716,0.12864,9.01,8.72,13.51,11.33,1.4515,1.4485,1.5936,1.517,1.1462,1.1525,1.2083,1.1585,0.1687,0.1626,0.2517,0.2136
737154,2018-04-04 00:00:00,Gypsum,96.86,98.15,95.32,101.4,2.9,-5.39,8.99,2.87,-5.39,8.99,68.16,98.89,26.57,67.78,98.89,26.57,0.26,0,191.99,16.59,6.72,16.03,8.36,19.01,348.25,32.08,349.4,32.23,6.27,8.34,4.12,6.67,7.81,5.51,6.68,6.7,7.25,8.12,0.11761,0.12174,0.16859,0.12648,9.04,8.76,13.51,11.3,1.4527,1.4502,1.5937,1.5157,1.15,1.1552,1.2101,1.1558,0.1691,0.1635,0.2516,0.2129
737155,2018-04-05 00:00:00,Gypsum,97.89,98.49,97.21,102.55,1.96,-10.24,11.92,2.27,-10.24,11.92,48.48,86.36,21.7,46.53,86.36,21.7,0.49,0,269.97,23.33,3.57,12.07,4.49,13.11,163.1,67.53,161.78,73.46,6.1,10.82,1.77,6.2,9.15,3.22,6.07,6.11,6.66,7.83,0.11469,0.11957,0.16518,0.12509,9,8.95,13.42,11.27,1.4511,1.4557,1.5911,1.5147,1.1463,1.1524,1.2058,1.1541,0.1684,0.1674,0.2502,0.2123
737156,2018-04-06 00:00:00,Gypsum,97.01,97.3,96.71,101.42,13.35,4.82,22.9,13.46,4.82,22.9,33.85,53.46,19.1,32.68,53.46,19.1,1.11,0,284.01,24.54,3.65,11.72,4.53,14.01,235.65,90.92,230.94,92.17,10.79,16.76,6.32,9.94,13.89,6.78,10.08,9.53,8.3,7.83,0.12985,0.13266,0.17529,0.125,9.17,9.02,13.55,11.26,1.4588,1.4598,1.5955,1.5145,1.1657,1.1692,1.2185,1.154,0.1719,0.1688,0.2523,0.2122
737157,2018-04-07 00:00:00,Gypsum,97.65,98.28,97.07,102.21,0.48,-7.62,8.19,0.36,-7.62,8.19,58.29,88.73,39.41,58.51,88.73,39.41,0.3,0,142.43,12.31,7.13,15.78,8.63,17.72,11.7,18.9,12.68,18.19,8.06,10.77,5.07,8.76,11.17,6.32,8.79,8.89,9.32,8.66,0.12404,0.12778,0.18064,0.1285,9.04,8.9,13.61,11.32,1.4539,1.4553,1.5976,1.5165,1.1582,1.1629,1.2252,1.1583,0.1693,0.1663,0.2533,0.2133
737158,2018-04-08 00:00:00,Gypsum,97.88,98.31,97.23,102.61,-2.38,-10.65,6.15,-2.17,-10.65,6.15,54.32,81.18,25.01,51.95,81.18,25.01,0.29,0,299.57,25.88,1.86,6.9,2.38,7.35,354.15,86.48,10.09,83.23,7.05,12.32,3.31,7.22,10.44,4.63,6.8,6.92,7.58,8.5,0.11599,0.11969,0.1699,0.12757,8.97,8.79,13.42,11.29,1.4502,1.4508,1.5917,1.5157,1.148,1.1526,1.2118,1.1572,0.1677,0.1642,0.2502,0.2128
737159,2018-04-09 00:00:00,Gypsum,96.67,97.34,96.22,101.22,3.67,-0.48,10.25,3.85,-0.48,10.25,70.5,94.02,43.36,69.13,94.02,43.36,0.24,0.76,91.93,7.94,3.61,10.29,4.58,11.6,165.29,27.56,165.91,21.71,6.1,7.71,5.12,6.59,7.49,5.92,6.54,6.7,7.49,8.24,0.11502,0.11735,0.16942,0.12627,8.95,8.71,13.4,11.26,1.4496,1.4478,1.591,1.5146,1.1467,1.1496,1.2111,1.1556,0.1674,0.1624,0.2499,0.2122
